id_produto,loja,data,quantidade_estoque
43,Loja 2,2024-12-19,62
9,Loja 3,2024-09-20,163
50,Loja 5,2024-11-12,114
6,Loja 4,2024-10-01,103
23,Loja 3,2024-10-04,539
57,Loja 4,2024-11-14,352
40,Loja 4,2024-09-09,210
34,Loja 4,2024-10-06,311
60,Loja 6,2024-12-06,179
36,Loja 6,2024-11-04,69
24,Loja 2,2024-09-19,221
22,Loja 1,2024-10-19,63
5,Loja 4,2024-12-09,220
17,Loja 3,2024-11-24,332
2,Loja 6,2024-09-20,417
49,Loja 4,2024-09-29,198
54,Loja 5,2024-09-30,766
51,Loja 1,2024-10-08,619
58,Loja 2,2024-12-03,881
36,Loja 4,2024-09-27,121
21,Loja 5,2024-12-30,142
28,Loja 2,2024-09-09,441
11,Loja 5,2024-09-09,430
33,Loja 4,2024-10-22,483
27,Loja 1,2024-10-26,496
43,Loja 2,2024-09-11,268
56,Loja 2,2024-11-27,317
42,Loja 6,2024-11-18,79
51,Loja 2,2024-11-24,531
9,Loja 4,2024-10-29,394
28,Loja 5,2024-12-14,271
33,Loja 4,2024-11-14,664
58,Loja 3,2024-10-30,103
18,Loja 6,2024-10-29,120
42,Loja 1,2024-09-09,309
16,Loja 3,2024-10-30,192
51,Loja 2,2024-11-12,377
42,Loja 4,2024-10-17,75
31,Loja 6,2024-10-26,130
34,Loja 6,2024-09-19,498
2,Loja 4,2024-10-31,121
17,Loja 1,2024-09-24,205
36,Loja 1,2024-10-26,108
12,Loja 5,2024-10-13,71
1,Loja 3,2024-12-06,16
34,Loja 1,2024-11-29,100
43,Loja 1,2024-09-26,232
4,Loja 1,2024-11-21,170
23,Loja 1,2024-12-09,9
16,Loja 4,2024-10-13,208
39,Loja 3,2024-10-16,71
37,Loja 4,2024-11-11,326
23,Loja 6,2024-09-08,614
45,Loja 6,2024-09-05,363
25,Loja 3,2024-12-19,315
37,Loja 4,2024-10-17,235
11,Loja 1,2024-10-10,60
17,Loja 4,2024-09-12,305
12,Loja 3,2024-12-29,154
11,Loja 5,2024-10-27,176
6,Loja 1,2024-12-05,114
38,Loja 4,2024-11-14,366
46,Loja 5,2024-12-02,97
13,Loja 5,2024-09-10,292
25,Loja 2,2024-12-23,394
39,Loja 6,2024-09-02,135
7,Loja 2,2024-10-21,545
40,Loja 5,2024-11-17,730
27,Loja 2,2024-11-15,230
25,Loja 5,2024-11-21,182
31,Loja 2,2024-09-25,1018
53,Loja 3,2024-11-30,176
30,Loja 4,2024-11-11,262
42,Loja 6,2024-11-01,146
37,Loja 5,2024-12-11,364
52,Loja 5,2024-10-14,239
55,Loja 5,2024-12-08,201
4,Loja 3,2024-09-25,452
35,Loja 4,2024-10-05,115
23,Loja 1,2024-10-03,78
11,Loja 1,2024-10-12,65
14,Loja 5,2024-11-26,533
55,Loja 4,2024-11-05,197
29,Loja 6,2024-11-02,216
22,Loja 2,2024-09-20,382
6,Loja 4,2024-12-24,17
38,Loja 6,2024-09-21,490
48,Loja 4,2024-10-30,82
42,Loja 2,2024-10-19,477
22,Loja 2,2024-12-01,298
55,Loja 6,2024-12-19,259
27,Loja 3,2024-12-16,395
48,Loja 2,2024-09-11,112
36,Loja 1,2024-10-15,77
57,Loja 1,2024-11-17,616
8,Loja 2,2024-12-07,444
19,Loja 5,2024-10-31,329
20,Loja 5,2024-11-13,575
10,Loja 3,2024-10-17,581
42,Loja 4,2024-12-18,35
2,Loja 6,2024-09-26,368
17,Loja 3,2024-09-02,302
9,Loja 1,2024-09-05,125
25,Loja 1,2024-09-12,374
4,Loja 6,2024-09-01,164
38,Loja 6,2024-12-01,1179
60,Loja 3,2024-10-12,359
25,Loja 1,2024-11-03,204
56,Loja 5,2024-10-18,56
7,Loja 2,2024-12-10,574
60,Loja 4,2024-09-19,516
38,Loja 5,2024-09-24,268
6,Loja 4,2024-09-08,122
50,Loja 2,2024-11-25,95
20,Loja 6,2024-12-12,124
59,Loja 1,2024-12-04,42
45,Loja 2,2024-11-22,195
45,Loja 6,2024-10-31,318
39,Loja 5,2024-11-29,129
12,Loja 5,2024-10-18,47
53,Loja 5,2024-12-08,1271
26,Loja 5,2024-11-19,127
53,Loja 1,2024-09-25,262
4,Loja 6,2024-10-10,286
22,Loja 6,2024-10-29,50
48,Loja 2,2024-12-09,29
48,Loja 5,2024-12-06,70
15,Loja 1,2024-09-05,504
1,Loja 2,2024-12-23,198
16,Loja 4,2024-11-04,470
27,Loja 4,2024-09-05,563
30,Loja 1,2024-11-17,625
50,Loja 6,2024-11-15,295
49,Loja 1,2024-12-02,409
56,Loja 6,2024-12-21,65
18,Loja 1,2024-09-29,522
60,Loja 5,2024-11-20,24
59,Loja 1,2024-11-02,44
53,Loja 1,2024-12-03,191
41,Loja 1,2024-10-18,351
23,Loja 2,2024-09-02,130
24,Loja 3,2024-12-02,80
45,Loja 2,2024-10-12,336
29,Loja 6,2024-11-18,247
38,Loja 1,2024-10-18,69
36,Loja 3,2024-10-04,256
22,Loja 1,2024-12-14,25
32,Loja 3,2024-11-21,119
8,Loja 2,2024-10-18,272
59,Loja 5,2024-10-01,480
31,Loja 1,2024-11-02,134
19,Loja 4,2024-12-15,210
7,Loja 4,2024-10-11,142
52,Loja 3,2024-09-18,316
13,Loja 5,2024-11-12,155
33,Loja 5,2024-11-07,51
57,Loja 4,2024-09-09,315
7,Loja 1,2024-10-24,60
37,Loja 6,2024-09-12,195
50,Loja 3,2024-10-22,130
60,Loja 5,2024-09-28,78
41,Loja 2,2024-12-07,386
42,Loja 1,2024-09-21,246
55,Loja 4,2024-12-23,213
5,Loja 3,2024-10-11,180
58,Loja 5,2024-11-23,459
58,Loja 4,2024-10-09,645
50,Loja 6,2024-09-17,415
23,Loja 1,2024-11-04,34
2,Loja 2,2024-09-08,201
30,Loja 6,2024-09-10,98
58,Loja 3,2024-11-01,85
49,Loja 3,2024-09-28,470
29,Loja 2,2024-09-16,118
4,Loja 5,2024-09-26,366
24,Loja 3,2024-09-09,148
19,Loja 2,2024-09-20,327
39,Loja 4,2024-11-16,180
29,Loja 3,2024-12-21,59
3,Loja 3,2024-11-24,1404
20,Loja 4,2024-11-22,86
23,Loja 4,2024-12-14,506
15,Loja 4,2024-10-09,757
3,Loja 6,2024-12-08,59
53,Loja 1,2024-11-01,130
6,Loja 4,2024-10-12,100
1,Loja 2,2024-10-09,233
20,Loja 2,2024-09-04,386
49,Loja 3,2024-11-29,392
38,Loja 6,2024-12-07,1539
56,Loja 6,2024-09-13,179
31,Loja 1,2024-12-19,290
46,Loja 3,2024-10-28,554
3,Loja 1,2024-12-08,220
44,Loja 1,2024-11-11,158
15,Loja 2,2024-10-24,167
16,Loja 2,2024-12-05,102
48,Loja 4,2024-12-17,119
60,Loja 4,2024-12-11,804
13,Loja 3,2024-09-01,119
27,Loja 3,2024-11-16,229
5,Loja 6,2024-10-12,184
3,Loja 2,2024-12-16,10
36,Loja 3,2024-10-23,345
3,Loja 3,2024-10-16,1295
39,Loja 4,2024-11-05,238
40,Loja 4,2024-12-18,59
1,Loja 2,2024-12-01,285
45,Loja 6,2024-09-17,426
52,Loja 3,2024-09-30,245
59,Loja 6,2024-10-03,343
55,Loja 2,2024-11-03,338
57,Loja 3,2024-12-25,222
17,Loja 3,2024-09-29,635
6,Loja 6,2024-09-19,91
19,Loja 5,2024-10-07,347
36,Loja 1,2024-11-24,108
19,Loja 4,2024-12-25,168
15,Loja 2,2024-11-26,150
3,Loja 1,2024-12-10,221
11,Loja 6,2024-10-09,70
57,Loja 3,2024-12-06,257
1,Loja 2,2024-12-22,223
53,Loja 6,2024-10-14,230
50,Loja 1,2024-10-14,157
19,Loja 2,2024-10-12,329
4,Loja 4,2024-09-21,239
40,Loja 3,2024-09-22,571
38,Loja 3,2024-09-07,374
31,Loja 3,2024-11-16,482
57,Loja 4,2024-09-12,284
56,Loja 2,2024-10-08,203
48,Loja 5,2024-11-21,82
16,Loja 5,2024-11-27,150
59,Loja 5,2024-11-08,395
41,Loja 1,2024-11-04,276
42,Loja 6,2024-10-03,148
31,Loja 1,2024-09-12,259
3,Loja 2,2024-10-17,46
54,Loja 4,2024-12-23,196
29,Loja 2,2024-09-29,112
25,Loja 4,2024-10-07,335
16,Loja 3,2024-09-26,214
37,Loja 6,2024-09-25,162
18,Loja 4,2024-09-02,288
52,Loja 4,2024-09-10,164
48,Loja 1,2024-10-03,231
8,Loja 5,2024-12-28,137
2,Loja 3,2024-10-07,299
2,Loja 1,2024-11-02,858
39,Loja 2,2024-10-04,64
14,Loja 6,2024-09-01,183
3,Loja 1,2024-09-25,280
5,Loja 4,2024-10-24,278
5,Loja 5,2024-11-18,174
58,Loja 5,2024-09-23,371
34,Loja 4,2024-10-16,279
32,Loja 3,2024-10-14,219
53,Loja 6,2024-12-12,454
40,Loja 2,2024-11-30,67
31,Loja 2,2024-11-19,1334
5,Loja 3,2024-10-12,183
13,Loja 4,2024-09-18,618
53,Loja 3,2024-10-06,260
25,Loja 4,2024-10-12,243
56,Loja 1,2024-10-26,189
9,Loja 1,2024-11-26,100
30,Loja 3,2024-12-07,672
50,Loja 1,2024-12-13,179
47,Loja 4,2024-12-15,530
36,Loja 3,2024-09-10,328
50,Loja 1,2024-09-04,259
60,Loja 6,2024-10-27,250
3,Loja 1,2024-10-16,283
18,Loja 5,2024-12-11,459
24,Loja 1,2024-10-27,208
39,Loja 4,2024-12-16,84
42,Loja 4,2024-12-03,42
56,Loja 2,2024-12-06,294
50,Loja 3,2024-11-03,131
39,Loja 5,2024-09-09,229
29,Loja 6,2024-12-25,240
59,Loja 3,2024-11-20,502
13,Loja 3,2024-12-05,257
41,Loja 4,2024-12-16,208
21,Loja 5,2024-09-05,414
45,Loja 1,2024-09-08,369
3,Loja 2,2024-09-01,107
46,Loja 2,2024-11-24,167
60,Loja 1,2024-12-26,115
20,Loja 2,2024-11-02,849
50,Loja 6,2024-12-02,177
39,Loja 1,2024-11-16,370
45,Loja 6,2024-10-26,321
41,Loja 5,2024-09-13,377
1,Loja 6,2024-09-06,317
23,Loja 1,2024-11-14,19
26,Loja 6,2024-11-14,454
6,Loja 5,2024-10-31,28
16,Loja 1,2024-09-26,204
33,Loja 3,2024-12-27,84
23,Loja 6,2024-11-22,327
51,Loja 2,2024-11-03,722
18,Loja 6,2024-11-10,75
16,Loja 2,2024-12-07,91
44,Loja 5,2024-12-26,188
23,Loja 4,2024-11-13,280
8,Loja 3,2024-09-16,334
29,Loja 5,2024-12-10,552
30,Loja 5,2024-12-28,363
33,Loja 2,2024-09-05,209
44,Loja 6,2024-09-07,304
34,Loja 4,2024-09-09,390
42,Loja 2,2024-12-01,384
7,Loja 3,2024-10-25,475
40,Loja 2,2024-12-28,175
10,Loja 5,2024-09-27,229
4,Loja 4,2024-09-11,190
31,Loja 4,2024-09-03,262
27,Loja 3,2024-11-14,192
59,Loja 5,2024-09-12,290
37,Loja 1,2024-09-01,104
9,Loja 4,2024-09-27,362
16,Loja 1,2024-09-29,195
19,Loja 3,2024-10-19,446
47,Loja 1,2024-10-17,1004
39,Loja 2,2024-10-17,70
7,Loja 1,2024-11-27,28
52,Loja 6,2024-10-22,742
56,Loja 4,2024-10-04,951
53,Loja 4,2024-10-15,58
7,Loja 6,2024-12-03,707
48,Loja 3,2024-12-03,408
53,Loja 4,2024-10-04,88
22,Loja 1,2024-11-03,52
4,Loja 4,2024-10-28,226
5,Loja 1,2024-12-10,116
23,Loja 2,2024-12-21,8
53,Loja 4,2024-09-01,129
9,Loja 5,2024-12-31,62
45,Loja 5,2024-12-16,139
19,Loja 6,2024-11-27,192
23,Loja 5,2024-12-09,505
36,Loja 5,2024-12-06,99
53,Loja 1,2024-11-25,149
42,Loja 1,2024-09-15,258
35,Loja 3,2024-10-04,260
57,Loja 6,2024-09-24,251
21,Loja 1,2024-12-29,1194
27,Loja 5,2024-09-24,399
51,Loja 1,2024-09-29,487
16,Loja 1,2024-10-11,177
57,Loja 5,2024-11-13,451
30,Loja 6,2024-11-21,123
42,Loja 1,2024-12-23,177
7,Loja 5,2024-09-13,270
22,Loja 6,2024-10-20,39
43,Loja 3,2024-12-25,57
50,Loja 4,2024-12-24,198
26,Loja 3,2024-09-25,394
10,Loja 2,2024-12-17,101
14,Loja 1,2024-12-15,106
12,Loja 5,2024-11-23,56
58,Loja 3,2024-10-21,135
48,Loja 6,2024-09-27,694
13,Loja 1,2024-09-12,141
40,Loja 2,2024-10-03,395
60,Loja 5,2024-12-29,19
3,Loja 5,2024-10-05,138
20,Loja 4,2024-09-02,225
38,Loja 5,2024-12-31,107
15,Loja 6,2024-10-03,596
59,Loja 1,2024-10-15,31
32,Loja 6,2024-09-17,484
44,Loja 3,2024-09-15,250
33,Loja 4,2024-11-22,708
16,Loja 5,2024-12-25,95
7,Loja 4,2024-09-20,182
7,Loja 2,2024-10-05,233
44,Loja 6,2024-10-31,309
42,Loja 4,2024-11-01,104
29,Loja 6,2024-12-13,242
42,Loja 1,2024-09-29,191
14,Loja 6,2024-10-20,196
13,Loja 4,2024-11-29,189
9,Loja 1,2024-12-27,89
24,Loja 3,2024-12-10,66
9,Loja 5,2024-09-17,325
60,Loja 3,2024-12-29,273
23,Loja 4,2024-11-08,411
52,Loja 2,2024-12-25,218
13,Loja 5,2024-11-01,286
27,Loja 6,2024-09-07,223
54,Loja 1,2024-12-20,824
17,Loja 2,2024-11-12,1201
55,Loja 3,2024-12-27,117
30,Loja 3,2024-11-26,603
6,Loja 3,2024-10-09,285
40,Loja 5,2024-10-04,349
52,Loja 6,2024-11-03,517
54,Loja 2,2024-09-09,136
31,Loja 3,2024-11-26,453
2,Loja 3,2024-10-29,288
50,Loja 3,2024-11-02,120
33,Loja 4,2024-10-28,492
25,Loja 1,2024-10-27,206
55,Loja 2,2024-10-22,338
18,Loja 2,2024-11-24,130
42,Loja 3,2024-10-14,101
53,Loja 2,2024-10-08,117
57,Loja 5,2024-10-05,475
41,Loja 3,2024-11-17,187
30,Loja 5,2024-10-27,578
36,Loja 4,2024-09-08,202
10,Loja 4,2024-11-25,828
5,Loja 2,2024-11-17,117
11,Loja 6,2024-12-18,19
32,Loja 4,2024-12-04,80
37,Loja 5,2024-11-28,551
7,Loja 2,2024-12-30,1068
38,Loja 4,2024-11-17,379
33,Loja 5,2024-12-18,61
45,Loja 3,2024-11-12,869
9,Loja 2,2024-10-09,195
5,Loja 4,2024-09-19,530
11,Loja 3,2024-12-21,120
12,Loja 6,2024-11-21,423
46,Loja 2,2024-11-21,188
21,Loja 5,2024-10-12,241
31,Loja 4,2024-10-03,191
44,Loja 1,2024-11-13,166
26,Loja 6,2024-09-03,366
47,Loja 6,2024-11-29,299
56,Loja 2,2024-10-27,188
46,Loja 6,2024-09-23,872
31,Loja 4,2024-11-03,233
45,Loja 1,2024-12-15,611
9,Loja 2,2024-12-14,212
29,Loja 6,2024-12-22,253
50,Loja 6,2024-09-19,373
10,Loja 3,2024-09-11,390
2,Loja 4,2024-10-19,115
48,Loja 1,2024-12-26,224
32,Loja 6,2024-10-25,184
54,Loja 4,2024-10-29,507
17,Loja 5,2024-09-22,216
47,Loja 3,2024-12-16,440
8,Loja 5,2024-12-24,110
42,Loja 5,2024-10-29,108
44,Loja 1,2024-11-30,176
52,Loja 6,2024-11-25,1091
1,Loja 2,2024-09-03,356
5,Loja 2,2024-09-01,126
29,Loja 6,2024-11-30,258
18,Loja 4,2024-09-29,239
21,Loja 2,2024-09-08,271
57,Loja 6,2024-11-01,306
25,Loja 1,2024-10-14,160
48,Loja 5,2024-09-12,171
27,Loja 2,2024-09-05,202
19,Loja 5,2024-11-09,268
19,Loja 4,2024-11-04,172
2,Loja 5,2024-09-08,351
32,Loja 6,2024-10-28,193
22,Loja 3,2024-09-01,270
28,Loja 2,2024-11-06,125
42,Loja 2,2024-11-12,325
21,Loja 4,2024-09-30,430
19,Loja 3,2024-10-12,330
49,Loja 6,2024-09-24,619
21,Loja 6,2024-12-03,98
4,Loja 1,2024-11-01,125
20,Loja 6,2024-12-26,200
3,Loja 6,2024-11-25,43
30,Loja 2,2024-10-14,658
40,Loja 5,2024-12-02,737
48,Loja 2,2024-10-09,158
30,Loja 6,2024-11-02,115
36,Loja 5,2024-12-23,125
13,Loja 4,2024-10-16,248
11,Loja 6,2024-09-18,83
24,Loja 3,2024-12-27,65
27,Loja 5,2024-09-29,281
4,Loja 4,2024-12-27,178
59,Loja 4,2024-10-31,462
56,Loja 5,2024-10-14,69
6,Loja 4,2024-12-25,15
39,Loja 6,2024-12-01,81
23,Loja 6,2024-10-08,601
32,Loja 1,2024-10-23,522
11,Loja 1,2024-09-24,76
31,Loja 1,2024-09-07,405
42,Loja 5,2024-12-15,92
46,Loja 2,2024-10-09,203
11,Loja 2,2024-10-21,227
6,Loja 5,2024-10-17,57
18,Loja 5,2024-09-29,771
50,Loja 5,2024-09-26,177
18,Loja 1,2024-10-07,510
6,Loja 4,2024-12-05,28
60,Loja 6,2024-12-28,135
46,Loja 4,2024-11-30,274
1,Loja 1,2024-10-03,224
32,Loja 3,2024-12-27,121
43,Loja 3,2024-12-07,55
20,Loja 2,2024-11-25,1152
29,Loja 2,2024-09-10,168
16,Loja 3,2024-09-11,474
1,Loja 3,2024-10-27,62
2,Loja 4,2024-11-25,106
28,Loja 1,2024-09-09,198
60,Loja 2,2024-11-27,85
11,Loja 6,2024-09-04,99
2,Loja 4,2024-10-29,126
33,Loja 2,2024-11-28,232
44,Loja 2,2024-11-13,107
28,Loja 2,2024-12-18,52
31,Loja 2,2024-10-03,778
11,Loja 3,2024-09-28,125
51,Loja 6,2024-10-28,87
47,Loja 2,2024-11-11,583
31,Loja 5,2024-12-19,279
46,Loja 6,2024-11-22,1771
8,Loja 1,2024-11-26,264
2,Loja 3,2024-09-28,342
35,Loja 6,2024-09-25,69
35,Loja 4,2024-09-06,178
11,Loja 6,2024-10-28,52
59,Loja 5,2024-10-08,432
59,Loja 4,2024-09-17,718
42,Loja 6,2024-09-21,112
56,Loja 1,2024-09-02,294
26,Loja 4,2024-12-06,233
4,Loja 2,2024-11-14,981
47,Loja 2,2024-11-10,638
28,Loja 2,2024-09-07,432
58,Loja 6,2024-11-03,330
1,Loja 5,2024-10-14,257
54,Loja 2,2024-09-29,75
50,Loja 6,2024-11-24,231
18,Loja 5,2024-09-27,956
20,Loja 5,2024-11-15,432
50,Loja 3,2024-11-04,150
4,Loja 4,2024-10-19,244
14,Loja 4,2024-09-29,188
8,Loja 1,2024-09-30,360
49,Loja 2,2024-09-28,95
30,Loja 3,2024-12-24,957
1,Loja 1,2024-09-28,312
22,Loja 2,2024-11-14,300
18,Loja 1,2024-10-26,275
4,Loja 3,2024-09-27,442
21,Loja 1,2024-10-14,197
52,Loja 1,2024-09-30,368
59,Loja 5,2024-10-05,544
22,Loja 3,2024-11-17,231
40,Loja 4,2024-12-30,44
18,Loja 5,2024-12-26,418
23,Loja 4,2024-11-23,405
11,Loja 1,2024-12-23,38
16,Loja 2,2024-12-18,80
36,Loja 2,2024-09-27,254
57,Loja 3,2024-11-18,258
31,Loja 3,2024-12-13,673
9,Loja 3,2024-10-13,131
46,Loja 1,2024-10-10,324
3,Loja 1,2024-09-26,282
6,Loja 5,2024-12-20,17
6,Loja 3,2024-12-30,176
32,Loja 1,2024-12-19,453
57,Loja 1,2024-09-09,382
47,Loja 5,2024-10-28,416
21,Loja 5,2024-09-18,363
48,Loja 5,2024-11-19,98
60,Loja 2,2024-11-12,102
5,Loja 4,2024-09-24,373
39,Loja 1,2024-12-27,254
38,Loja 6,2024-09-30,514
36,Loja 1,2024-12-27,119
34,Loja 6,2024-09-24,415
36,Loja 6,2024-11-15,51
3,Loja 4,2024-11-14,100
53,Loja 5,2024-11-07,1405
20,Loja 1,2024-10-05,274
45,Loja 1,2024-09-29,367
19,Loja 5,2024-10-10,415
2,Loja 6,2024-12-25,606
35,Loja 1,2024-10-02,900
37,Loja 6,2024-12-01,180
20,Loja 2,2024-09-05,354
36,Loja 5,2024-11-19,65
54,Loja 6,2024-10-30,463
47,Loja 1,2024-12-16,235
7,Loja 6,2024-09-09,471
17,Loja 1,2024-09-19,185
42,Loja 6,2024-10-04,159
34,Loja 4,2024-11-14,382
45,Loja 5,2024-09-08,284
39,Loja 2,2024-10-08,70
27,Loja 4,2024-10-20,1306
2,Loja 5,2024-09-27,370
58,Loja 3,2024-10-11,164
34,Loja 4,2024-10-25,263
29,Loja 5,2024-09-23,773
17,Loja 5,2024-12-06,602
2,Loja 1,2024-09-16,302
34,Loja 5,2024-09-13,171
1,Loja 6,2024-11-10,149
1,Loja 2,2024-10-12,241
52,Loja 1,2024-11-25,261
34,Loja 4,2024-09-25,310
15,Loja 6,2024-09-08,437
21,Loja 3,2024-12-15,122
46,Loja 5,2024-12-07,84
31,Loja 3,2024-11-27,442
6,Loja 2,2024-12-18,128
25,Loja 5,2024-12-21,118
36,Loja 4,2024-10-04,170
35,Loja 6,2024-11-15,43
59,Loja 3,2024-11-10,365
49,Loja 2,2024-09-29,81
3,Loja 6,2024-11-11,51
42,Loja 4,2024-09-02,106
38,Loja 2,2024-10-14,226
55,Loja 3,2024-10-04,178
31,Loja 4,2024-11-21,174
6,Loja 3,2024-09-14,339
17,Loja 4,2024-10-23,176
47,Loja 6,2024-09-04,209
51,Loja 5,2024-12-24,138
45,Loja 5,2024-09-11,280
10,Loja 6,2024-11-14,441
12,Loja 3,2024-09-08,130
10,Loja 3,2024-11-06,455
23,Loja 2,2024-10-31,17
11,Loja 6,2024-10-21,52
17,Loja 5,2024-12-26,507
8,Loja 4,2024-10-31,245
9,Loja 4,2024-12-17,141
20,Loja 5,2024-11-08,518
18,Loja 5,2024-12-18,422
35,Loja 6,2024-11-25,59
25,Loja 5,2024-11-08,128
27,Loja 4,2024-10-01,895
37,Loja 5,2024-11-09,607
10,Loja 5,2024-11-03,104
32,Loja 1,2024-11-11,793
26,Loja 5,2024-12-31,232
2,Loja 2,2024-09-03,155
58,Loja 6,2024-10-13,377
44,Loja 3,2024-11-04,145
17,Loja 5,2024-09-15,405
24,Loja 6,2024-10-09,187
18,Loja 5,2024-10-29,372
50,Loja 6,2024-10-17,188
24,Loja 5,2024-10-12,855
50,Loja 5,2024-09-25,170
26,Loja 6,2024-12-31,959
21,Loja 6,2024-09-28,366
39,Loja 2,2024-09-28,99
5,Loja 1,2024-10-19,263
18,Loja 3,2024-12-04,79
44,Loja 4,2024-10-18,246
3,Loja 5,2024-12-07,137
57,Loja 1,2024-12-19,384
12,Loja 4,2024-10-11,220
37,Loja 5,2024-10-05,455
33,Loja 3,2024-09-06,320
22,Loja 1,2024-10-07,59
16,Loja 4,2024-12-01,362
39,Loja 3,2024-10-07,77
54,Loja 3,2024-10-05,205
30,Loja 6,2024-11-19,146
38,Loja 1,2024-09-04,146
5,Loja 1,2024-12-15,111
1,Loja 4,2024-10-03,229
41,Loja 4,2024-10-20,206
21,Loja 5,2024-10-04,303
56,Loja 5,2024-10-30,55
57,Loja 2,2024-12-25,674
32,Loja 6,2024-11-26,166
33,Loja 5,2024-10-27,45
56,Loja 6,2024-11-18,93
1,Loja 3,2024-12-29,11
40,Loja 5,2024-11-29,742
53,Loja 6,2024-12-28,945
58,Loja 6,2024-10-21,412
35,Loja 4,2024-11-14,88
17,Loja 5,2024-11-27,425
54,Loja 3,2024-09-26,208
43,Loja 2,2024-10-07,131
57,Loja 4,2024-12-10,289
2,Loja 3,2024-12-24,188
10,Loja 4,2024-11-07,800
55,Loja 3,2024-09-21,290
33,Loja 4,2024-09-24,416
24,Loja 5,2024-11-25,333
44,Loja 6,2024-11-28,509
33,Loja 4,2024-10-16,469
37,Loja 5,2024-10-31,411
2,Loja 2,2024-09-19,228
40,Loja 5,2024-12-20,1541
49,Loja 1,2024-09-15,251
11,Loja 3,2024-10-22,132
51,Loja 1,2024-10-31,631
8,Loja 1,2024-11-10,332
29,Loja 2,2024-12-02,27
33,Loja 6,2024-10-21,483
21,Loja 3,2024-10-16,189
51,Loja 3,2024-11-15,1468
22,Loja 5,2024-11-23,144
34,Loja 3,2024-11-20,377
48,Loja 3,2024-11-28,369
3,Loja 5,2024-09-15,89
13,Loja 4,2024-10-05,365
43,Loja 5,2024-12-30,156
5,Loja 5,2024-12-10,251
56,Loja 6,2024-11-03,83
38,Loja 1,2024-12-29,61
21,Loja 6,2024-11-02,170
18,Loja 5,2024-12-25,414
9,Loja 3,2024-12-03,124
49,Loja 3,2024-12-22,244
29,Loja 5,2024-09-13,534
21,Loja 5,2024-10-30,156
52,Loja 4,2024-11-19,285
11,Loja 1,2024-12-26,39
24,Loja 5,2024-12-11,245
28,Loja 2,2024-12-02,86
60,Loja 5,2024-10-01,85
15,Loja 3,2024-12-04,60
43,Loja 4,2024-11-11,237
43,Loja 6,2024-10-24,144
23,Loja 2,2024-10-03,44
41,Loja 4,2024-11-19,199
47,Loja 6,2024-11-18,272
34,Loja 2,2024-10-22,154
40,Loja 5,2024-12-09,1103
26,Loja 3,2024-12-10,339
54,Loja 6,2024-09-23,442
32,Loja 3,2024-12-08,81
52,Loja 1,2024-10-17,425
3,Loja 6,2024-10-24,49
37,Loja 4,2024-10-15,233
58,Loja 1,2024-10-15,128
32,Loja 1,2024-09-06,527
8,Loja 3,2024-12-28,277
51,Loja 6,2024-12-02,68
25,Loja 6,2024-10-16,167
50,Loja 6,2024-10-10,204
32,Loja 6,2024-10-21,237
3,Loja 1,2024-12-02,268
8,Loja 3,2024-10-10,406
17,Loja 5,2024-10-31,289
7,Loja 1,2024-11-28,24
4,Loja 1,2024-12-03,283
38,Loja 2,2024-11-22,171
47,Loja 5,2024-11-23,221
16,Loja 6,2024-10-07,256
56,Loja 5,2024-12-26,17
42,Loja 5,2024-12-08,61
23,Loja 4,2024-12-06,324
59,Loja 2,2024-09-14,493
20,Loja 3,2024-09-02,386
46,Loja 1,2024-10-16,260
41,Loja 5,2024-11-02,141
4,Loja 3,2024-10-21,318
48,Loja 3,2024-12-04,394
42,Loja 4,2024-12-17,39
11,Loja 3,2024-12-17,109
6,Loja 3,2024-10-02,236
28,Loja 4,2024-09-12,341
46,Loja 6,2024-11-30,1403
11,Loja 3,2024-09-26,128
27,Loja 3,2024-12-11,397
57,Loja 3,2024-12-24,244
23,Loja 4,2024-09-25,259
14,Loja 2,2024-10-16,177
16,Loja 5,2024-12-27,114
57,Loja 2,2024-09-01,412
17,Loja 3,2024-12-25,185
3,Loja 6,2024-09-24,145
43,Loja 1,2024-12-07,174
57,Loja 2,2024-12-08,563
16,Loja 1,2024-09-01,227
53,Loja 2,2024-11-24,63
47,Loja 1,2024-11-14,462
47,Loja 5,2024-12-20,108
41,Loja 5,2024-09-25,228
9,Loja 5,2024-11-20,221
4,Loja 3,2024-10-25,332
23,Loja 5,2024-10-28,284
46,Loja 1,2024-11-05,153
19,Loja 6,2024-10-02,186
54,Loja 5,2024-12-07,247
29,Loja 5,2024-12-24,1106
14,Loja 5,2024-12-17,548
51,Loja 4,2024-09-17,281
47,Loja 1,2024-10-11,1155
23,Loja 3,2024-11-01,358
29,Loja 2,2024-11-01,51
8,Loja 3,2024-11-09,547
19,Loja 5,2024-11-20,290
51,Loja 4,2024-11-30,176
37,Loja 3,2024-11-27,916
37,Loja 2,2024-12-13,99
23,Loja 1,2024-12-30,7
39,Loja 2,2024-11-22,42
15,Loja 5,2024-09-30,328
26,Loja 4,2024-11-07,231
14,Loja 2,2024-09-05,220
9,Loja 6,2024-11-10,585
34,Loja 3,2024-12-11,383
59,Loja 5,2024-11-11,525
31,Loja 4,2024-12-30,151
29,Loja 3,2024-10-05,174
18,Loja 5,2024-11-03,417
60,Loja 4,2024-09-26,499
7,Loja 5,2024-10-29,215
22,Loja 2,2024-12-29,223
33,Loja 4,2024-10-20,402
